created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Thu Oct 19 10:46:28 +0000 2023,1714956172267294809,"Dalam rangka memperingati ulang tahun KCIC ke-8, tiket Kereta Cepat Whoosh didiskon 50% dari harga normal. Tiket diskon ini seharga Rp150 ribu untuk satu kali perjalanan. Diskon tiket Kereta Cepat Whoosh berlaku untuk perjalanan tanggal 18 Oktober 2023 sampai 30 November 2023. https://t.co/uH4KjUwteg",0,0,0,0,in,234621431,1714956172267294809,DigicastMC,https://twitter.com/DigicastMC/status/1714956172267294809,"['rangka', 'ulang', 'kcic', 'ke8', 'tiket', 'kereta', 'cepat', 'whoosh', 'diskon', '50', 'harga', 'normal', 'tiket', 'diskon', 'harga', 'rp150', 'ribu', 'kali', 'jalan', 'diskon', 'tiket', 'kereta', 'cepat', 'whoosh', 'laku', 'jalan', 'tanggal', '18', 'oktober', '2023', '30', 'november', '2023']",0,1,1,3,5,4,6,2,-5.0,negative
Thu Oct 19 10:35:50 +0000 2023,1714953497890984371,@KeretaCepatID Makin keren antusiasme masyarakat buat naik transportasi umumð¤© #KAI121,0,0,0,0,in,1655144125749157892,1714658121409552524,Marsss0023,https://twitter.com/Marsss0023/status/1714953497890984371,"['@keretacepatid', 'keren', 'antusiasme', 'masyarakat', 'transportasi', 'kai121']",1,3,4,4,4,2,0,5,3.0,positive
Thu Oct 19 10:23:58 +0000 2023,1714950508656701834,"âKami memohon maaf pada penumpang yang mengalami keterlambatan karena adanya kendala operasional kereta feeder dari Stasiun Bandung,â ujar Manager Corporate Communication KCIC, Emir Monti dalam keterangannya.",0,1,0,7,in,829366551446818816,1714950501022789950,asumsico,https://twitter.com/asumsico/status/1714950508656701834,"['mohon', 'maaf', 'tumpang', 'alami', 'lambat', 'kendala', 'operasional', 'kereta', 'feeder', 'stasiun', 'bandung', 'manager', 'corporate', 'communication', 'kcic', 'emir', 'monti', 'terang']",1,3,2,0,1,5,5,6,-11.0,negative
Thu Oct 19 10:23:56 +0000 2023,1714950501022789950,"Kereta Cepat Indonesia China (KCIC) menyampaikan permohonan maaf terkait puluhan penumpang tertinggal di Stasiun Whoosh Padalaran, Kabupaten Bandung Barat (KBB) pada Kamis (19/10/2023). https://t.co/isoublfyjI",29,25,58,353,in,829366551446818816,1714950501022789950,asumsico,https://twitter.com/asumsico/status/1714950501022789950,"['kereta', 'cepat', 'indonesia', 'china', 'kcic', 'mohon', 'maaf', 'kait', 'puluh', 'tumpang', 'tinggal', 'stasiun', 'whoosh', 'padalaran', 'kabupaten', 'bandung', 'barat', 'kbb', 'kamis', '19102023']",0,1,1,3,5,4,6,2,-15.0,negative
Thu Oct 19 10:15:29 +0000 2023,1714948374863167802,"@CommuterLine @ikiwikik Hai kak. Nanya dong.  1. Apa benar @lrtjkt semuanya lg di service dan perjalanan dibatalkan semua? Sampai kapan ya? 2. Kl mau ke St. KCIC Halim, apakah bs dr St. Kelapa Gading? 3. Jdwl keberangkatan pertama LRT menuju St Halim jam brp ya? Thx",0,1,0,0,in,142342937,1714942809692889478,ndmarcia77,https://twitter.com/ndmarcia77/status/1714948374863167802,"['commuterline', 'ikiwikik', 'hai', 'kak', '1', 'lrtjkt', 'service', 'jalan', 'batal', 'ya', '2', 'kalo', 'st', 'kcic', 'halim', 'st', 'kelapa', 'gading', '3', 'jadwal', 'berangkat', 'lrt', 'tuju', 'st', 'halim', 'jam', 'ya', 'thx']",1,0,3,2,3,6,1,3,-2.0,negative
Thu Oct 19 10:11:49 +0000 2023,1714947453190074802,KCIC berubah nama jadi KLIC. Kereta Leuleus Indonesia China,0,0,0,0,in,80612705,1714944722438177027,shofwim,https://twitter.com/shofwim/status/1714947453190074802,"['kcic', 'ubah', 'nama', 'klic', 'kereta', 'leuleus', 'indonesia', 'china']",0,1,2,0,1,5,5,6,-4.0,negative
Thu Oct 19 10:00:58 +0000 2023,1714944722438177027,Dan ini Kompensasinya.. Itu mah bukan kompensasi. Ya wayah na weee.. Salah Uing.. Salah temen2 Uing?! ð  Kumaha atuh @KeretaCepatID? https://t.co/NvV1vlejBo,0,1,0,0,in,80612705,1714944722438177027,shofwim,https://twitter.com/shofwim/status/1714944722438177027,"['kompensasi', 'mah', 'kompensasi', 'ya', 'wayah', 'nya', 'weee', 'salah', 'uing', 'salah', 'temanteman', 'uing', '', 'maha', 'atuh', '@keretacepatid']",1,3,4,4,4,2,0,8,-1.0,negative
Thu Oct 19 09:56:52 +0000 2023,1714943690970644521,"@zeusluvs @KeretaCepatID hi btw maaf mau nanya, km register di app whoosh gimana ya biar lancar, aku drtd udah ngisi segala data tp ttp gabisa submit :(",0,1,0,0,in,409220756,1714932805384421483,miqbaldanis,https://twitter.com/miqbaldanis/status/1714943690970644521,"['zeusluvs', '@keretacepatid', 'hi', 'btw', 'maaf', 'register', 'app', 'whoosh', 'ya', 'biar', 'lancar', 'drtd', 'ngisi', 'data', 'submit']",1,3,4,4,4,2,0,8,-6.0,negative
Thu Oct 19 09:46:09 +0000 2023,1714940992535879737,"@KeretaCepatID Beli harus regis, regis sukses akun tidak ditemukan.regis ulang akun sudah ada. Website SINTING!",0,0,0,0,in,97385609,1714904015849521439,Twitroe,https://twitter.com/Twitroe/status/1714940992535879737,"['@keretacepatid', 'beli', 'regis', 'regis', 'sukses', 'akun', 'ditemukanregis', 'ulang', 'akun', 'website', 'sinting']",1,3,4,4,4,2,0,8,-5.0,negative
Thu Oct 19 09:45:10 +0000 2023,1714940746644742459,"@KeretaCepatID Beli harus regis, regis sukses akun tidak ditemukan. Regis ulang akun sudah ada. Website SINTING!",0,0,0,0,in,97385609,1714904015849521439,Twitroe,https://twitter.com/Twitroe/status/1714940746644742459,"['@keretacepatid', 'beli', 'regis', 'regis', 'sukses', 'akun', 'temu', 'regis', 'ulang', 'akun', 'website', 'sinting']",1,3,4,4,4,2,0,8,-3.0,negative
Thu Oct 19 09:36:01 +0000 2023,1714938444110352848,"@BisKota_ Kl kereta cepatnya dr china, harusnya KA feedernya jg dr china. Biar kl ada problem bs terkoneksi dan bs cepat solusinya. Lrt jabodetabek aja gangguannya banyak, apalg yg cm KA feeder. Ya kan @KAI121 ? @KeretaCepatID",1,2,0,0,in,113672032,1714889727407735190,jerisback,https://twitter.com/jerisback/status/1714938444110352848,"['biskota', 'kalo', 'kereta', 'cepat', 'china', 'kak', 'feedernya', 'china', 'biar', 'kalo', 'problem', 'koneksi', 'cepat', 'solusi', 'lrt', 'jabodetabek', 'ganggu', 'kak', 'feeder', 'ya', 'kai121', '@keretacepatid']",0,0,3,2,2,4,4,0,-18.0,negative
Thu Oct 19 09:32:37 +0000 2023,1714937586903585203,Kenapa kcic yg minta maaf dah,0,0,0,0,in,844811042,1714937586903585203,AdinOfficial,https://twitter.com/AdinOfficial/status/1714937586903585203,"['kcic', 'maaf', 'deh']",1,3,2,0,1,5,5,6,-3.0,negative
Thu Oct 19 09:26:40 +0000 2023,1714936088928883132,"Hal ini membuka PR yang belum tuntas. Akses mudah dan dapat diandalkan bila ingin menuju stasiun-stasiun yang melayani @KeretaCepatID.  Di Jakarta pun @lrtjabodebek cukup sering bermasalah.  Karena masih sama-sama ada unsur @KAI121, harapannya bisa teratasi segera.  Salam #Whoosh https://t.co/nCpeJINZdn",0,0,0,0,in,949325693887725568,1714936076207566923,masasihgaboleh,https://twitter.com/masasihgaboleh/status/1714936088928883132,"['buka', 'pr', 'tuntas', 'akses', 'mudah', 'andal', 'tuju', 'stasiunstasiun', 'layan', '@keretacepatid', 'jakarta', 'lrtjabodebek', 'samasama', 'unsur', 'kai121', 'harap', 'salam', 'whoosh']",1,3,4,4,4,2,0,5,-10.0,negative
Thu Oct 19 09:26:37 +0000 2023,1714936078313115720,"Kompensasinya jangan hanya gratis naik KCIC selanjutnya. Karena penumpang yang tertinggal akibat KA Feeder KCJB rugi waktu, satu hal yang jadi jualannya @KeretaCepatID.  Perlu dipikirkan bagaimana baiknya agar ke depan tak terulang dan kompensasi yang fair kalau kembali kejadian.",0,1,0,0,in,949325693887725568,1714936076207566923,masasihgaboleh,https://twitter.com/masasihgaboleh/status/1714936078313115720,"['kompensasi', 'gratis', 'kcic', 'tumpang', 'tinggal', 'akibat', 'kak', 'feeder', 'kcjb', 'rugi', 'jual', '@keretacepatid', 'pikir', 'ulang', 'kompensasi', 'fair']",1,0,3,2,2,5,4,6,-5.0,negative
Thu Oct 19 09:26:37 +0000 2023,1714936076207566923,"Kalau baca beritanya, seharusnya KA Feeder KCJB sudah tiba di Padalarang pukul 06.41 untuk keberangkatan @KeretaCepatID pukul 06.56, tapi ternyata terlambat.  Tidak dijelaskan KA Feeder KCJB tiba pukul berapa, tapi ya perlu jadi pertimbangan tersendiri untuk calon pengguna KCIC.",0,1,0,0,in,949325693887725568,1714936076207566923,masasihgaboleh,https://twitter.com/masasihgaboleh/status/1714936076207566923,"['baca', 'berita', 'kak', 'feeder', 'kcjb', 'padalarang', '0641', 'berangkat', '@keretacepatid', '0656', 'nyata', 'lambat', 'kak', 'feeder', 'kcjb', 'ya', 'timbang', 'calon', 'kcic']",1,0,3,2,2,6,4,0,-6.0,negative
Thu Oct 19 09:26:29 +0000 2023,1714936045266198705,"@yudiwbs Tadi sih banyak yang bawa koper aman pak.. tapi kalo mau ke CGK skrg lumayan effort ya. Turun KCIC lanjut LRT, nanti lanjut lagi KA Bandara. Tapi nanti kan ada kereta langsung dari st halim ke CGK katanyaa ð",0,1,0,0,in,56952435,1714842764440162391,ndaindana,https://twitter.com/ndaindana/status/1714936045266198705,"['yudiwbs', 'sih', 'bawa', 'koper', 'aman', 'kalo', 'cgk', 'lumayan', 'effort', 'ya', 'turun', 'kcic', 'lrt', 'kak', 'bandara', 'kereta', 'langsung', 'st', 'halim', 'cgk', '']",1,0,3,2,1,5,4,6,-5.0,negative
Thu Oct 19 09:12:43 +0000 2023,1714932578552353035,"@txttransportasi Udah tau titik lemahnya ada di feeder, masih ada aja orang yg bacot klo naik kcic+feeder ke bandung cukup 1.5 jam",0,0,0,8,in,1681547880509902849,1714914287175573685,ImminentDeaths,https://twitter.com/ImminentDeaths/status/1714932578552353035,"['txttransportasi', 'tau', 'titik', 'lemah', 'feeder', 'orang', 'bacot', 'kalo', 'kcicfeeder', 'bandung', '15', 'jam']",1,3,2,0,4,5,1,8,-16.0,negative
Thu Oct 19 09:07:59 +0000 2023,1714931388829577397,"@KeretaCepatID Min beli tiket langsung, dapet diskon ga?",0,0,0,0,in,1238888860127383557,1714904015849521439,UGaliga,https://twitter.com/UGaliga/status/1714931388829577397,"['@keretacepatid', 'min', 'beli', 'tiket', 'langsung', 'diskon']",2,2,0,5,0,0,8,4,2.0,positive
Thu Oct 19 09:03:44 +0000 2023,1714930320519446903,@DamriIndonesia @KeretaCepatID Experience Damri dari Tegalular,0,0,1,2,in,38125159,1714274526715150682,OmInur,https://twitter.com/OmInur/status/1714930320519446903,"['damriindonesia', '@keretacepatid', 'experience', 'damri', 'tegalular']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Oct 19 09:00:05 +0000 2023,1714929398917583265,"Sinergitas TNI Polri Monitoring Jalur KCJB /KCIC serta  sudah berkordinasi dgn RT07 RW 06 dan Rw01Rt05 Jln Ciparay Tengah kel.Cibaduyut kidul serta tokoh masarakat di sampaikan kepada warga masyarakat nya arahan dan Himbawan  ttg bahaya nya aliran listrik,dengan Tegangan 27,500V https://t.co/4X7OLt4h9f",0,0,0,0,in,1552273143213215746,1714929398917583265,HumasPolsek03,https://twitter.com/HumasPolsek03/status/1714929398917583265,"['sinergitas', 'tni', 'polri', 'monitoring', 'jalur', 'kcjb', 'kcic', 'berkordinasi', 'rt07', 'rw', '06', 'rw01rt05', 'jalan', 'ciparay', 'keluargacibaduyut', 'kidul', 'tokoh', 'masarakat', 'warga', 'masyarakat', 'nya', 'arah', 'himbawan', 'bahaya', 'nya', 'alir', 'listrikdengan', 'tegang', '27500v']",1,3,2,0,1,5,5,9,-9.0,negative
Thu Oct 19 08:59:46 +0000 2023,1714929318588219885,"@KeretaCepatID wow 59 menit udah sampe Braga, kereeeennnn",0,0,0,0,in,1006840774502146049,1714640414945546374,Dedy44169434,https://twitter.com/Dedy44169434/status/1714929318588219885,"['@keretacepatid', 'wow', '59', 'menit', 'braga', 'kereeeennnn']",1,3,4,4,4,2,0,8,0.0,neutral
Thu Oct 19 08:48:15 +0000 2023,1714926422412972129,"@KeretaCepatID halo admin, sy beli tiket halim-tegalluar harga normal di tgl 17 okt untuk keberangkatan tgl 23 okt , sesuai dg ketentuan promo bahwa pembelian sejak tgl 15 okt akan dapat reward seharga yg dibeli.Utk tgl reward tiketnya bs dipilih atau ditentukan oleh pihak kcic?",0,0,0,0,in,242259208,1714926422412972129,abah_deri,https://twitter.com/abah_deri/status/1714926422412972129,"['@keretacepatid', 'halo', 'admin', 'beli', 'tiket', 'halim tegalluar', 'harga', 'normal', 'tanggal', '17', 'okt', 'berangkat', 'tanggal', '23', 'okt', 'sesuai', 'promo', 'beli', 'tanggal', '15', 'okt', 'reward', 'harga', 'dibeliuntuk', 'tanggal', 'reward', 'tiket', 'pilih', 'kcic']",2,2,4,4,4,7,8,4,-14.0,negative
Thu Oct 19 08:47:00 +0000 2023,1714926106468593774,"@meitag1 @tvOneNews Bkn begitu wkt awal2 proyek lom jdi PT.KAI kirim masinis, persinyalan &amp  mekanikutk training langsung ke china bkn dgn simulator, sampai benar2 mengusai kereta cepatnya begitu sdh selesai di indonseia langsung handle total gak pake TKA Cina operasikan KCIC kyk skrg byr 1,8 T/thn.",0,0,0,0,in,1604820700615020545,1714507168882528373,Yedi_ExTKI,https://twitter.com/Yedi_ExTKI/status/1714926106468593774,"['meitag1', 'tvonenews', 'awalawal', 'proyek', 'lom', 'ptkai', 'kirim', 'masinis', 'sinyal', 'mekanikutk', 'training', 'langsung', 'china', 'simulator', 'benarbenar', 'kereta', 'cepat', 'selesai', 'indonseia', 'langsung', 'handle', 'total', 'pakai', 'tka', 'cina', 'operasi', 'kcic', 'kayak', 'byr', '18', 'ttahun']",1,3,2,0,1,5,5,6,-5.0,negative
Thu Oct 19 08:46:06 +0000 2023,1714925881943306701,"Mau coba naik Whoosh? Sekarang momen tepatnya! Lagi ada diskon nih, tarifnya jadi cuma 150k aja, dalam rangka memperingati ulang tahun KCIC yang ke-8. Mulai 18 Oktober - 30 November 2023.  ð¥: https://t.co/QWOzry0DTz  #whoosh #keretacepat #kcic #jabodetabek #jakarta #bogor #depok https://t.co/y4PqrUsqAe",0,0,0,0,in,1680025129433321472,1714925881943306701,thejabodetabek_,https://twitter.com/thejabodetabek_/status/1714925881943306701,"['coba', 'whoosh', 'momen', 'diskon', 'nih', 'tarif', '150k', 'rangka', 'ulang', 'kcic', 'ke8', '18', 'oktober', '30', 'november', '2023', '', 'whoosh', 'keretacepat', 'kcic', 'jabodetabek', 'jakarta', 'bogor', 'depok']",0,1,1,3,5,4,6,2,1.0,positive
Thu Oct 19 08:37:39 +0000 2023,1714923754604888551,@KeretaCepatID Saran saya sistem pemesanan tiketnya diperluas ke aplikasi penunjang perjalanan atau booking travel lainnya. Berharap juga suatu saat ketika ada pesta bola nanti bisa bundling dengan tiket nonton pertandingan di stadion ~,0,0,0,0,in,150977870,1714904015849521439,sakura_tajo,https://twitter.com/sakura_tajo/status/1714923754604888551,"['@keretacepatid', 'saran', 'sistem', 'mesan', 'tiket', 'luas', 'aplikasi', 'tunjang', 'jalan', 'booking', 'travel', 'harap', 'pesta', 'bola', 'bundling', 'tiket', 'tonton', 'tanding', 'stadion']",1,3,4,4,4,0,8,4,-4.0,negative
Thu Oct 19 08:37:38 +0000 2023,1714923749013901455,@KeretaCepatID Mahil y kakakâ¦ padahal duduknya khn sebentar huhuhuâ¦#sedih,0,0,0,0,in,1527248538891358208,1714904015849521439,Eone58590612,https://twitter.com/Eone58590612/status/1714923749013901455,"['@keretacepatid', 'mahil', 'ya', 'kakak', 'duduk', 'khn', 'sebentar', 'huhuhu sedih']",1,3,4,4,4,2,0,8,2.0,positive
Thu Oct 19 08:36:19 +0000 2023,1714923418939011295,@apopecalypse kendala operasional kata pihak kcic  untung boleh nebeng gratis kereta selanjutnya ð uda kek naik krl aja ketinggalan kereta,0,1,0,0,in,1290219197033668609,1714900585718399377,cakalang2021,https://twitter.com/cakalang2021/status/1714923418939011295,"['apopecalypse', 'kendala', 'operasional', 'kcic', 'untung', 'nebeng', 'gratis', 'kereta', '', 'kayak', 'krl', 'tinggal', 'kereta']",0,1,1,3,5,4,6,2,-11.0,negative
Thu Oct 19 08:29:39 +0000 2023,1714921742941270104,"@adriansyahyasin Awal cita2nya bikin project railway nya (farebox) nya mau dibarengi dengan TOD nya. Salahnya, PT KCIC tidak punya penganggaran/CAPEX untuk item TOD nya. Sekarang kan lucu bikin stasiun di Tegalluar, turun disambut sawah. Bayangin kalo Walini dipaksain jadi stasiun, sejuk sih tapi",1,1,1,3,in,3270887838,1714885009256149325,railwayman66182,https://twitter.com/railwayman66182/status/1714921742941270104,"['adriansyahyasin', 'cita2nya', 'bikin', 'project', 'railway', 'nya', 'farebox', 'nya', 'bareng', 'tod', 'nya', 'salah', 'pt', 'kcic', 'penganggarancapex', 'item', 'tod', 'nya', 'lucu', 'bikin', 'stasiun', 'tegalluar', 'turun', 'sambut', 'sawah', 'bayang', 'kalo', 'walini', 'dipaksain', 'stasiun', 'sejuk', 'sih']",1,3,2,0,3,5,5,6,-11.0,negative
Thu Oct 19 08:27:49 +0000 2023,1714921280485659101,"@AditAntarkota @KeretaCepatID ini harganya, kak. https://t.co/4Ub7unXFDK",0,0,0,0,in,2759037669,1714658121409552524,revwle,https://twitter.com/revwle/status/1714921280485659101,"['aditantarkota', '@keretacepatid', 'harga', 'kak']",1,0,3,2,2,2,4,0,3.0,positive
Thu Oct 19 08:27:28 +0000 2023,1714921191918703103,"@EstiWahyun26346 @KeretaCepatID gabisa, diatas 3tahun harus beli tiket. mending beli sebelum kena omel satpam.",0,0,0,0,in,2759037669,1714658121409552524,revwle,https://twitter.com/revwle/status/1714921191918703103,"['estiwahyun26346', '@keretacepatid', '3tahun', 'beli', 'tiket', 'mending', 'beli', 'kena', 'omel', 'satpam']",1,3,4,4,4,0,8,4,-12.0,negative
Thu Oct 19 08:26:48 +0000 2023,1714921024322752765,"@adriansyahyasin PTPN 8 kok bisa dia masuk konsorsium PT PSBI (induk nya PT KCIC) ? Karena mereka diminta imbreng lahan di kebun teh Walini, bu Rinso kala itu minta Walini didevelop dengan adanya stasiun pemberhentian disana (land value capture). Nyatanya begitu cost overrun, Walini coret ! Lagi?",0,1,1,4,in,3270887838,1714885009256149325,railwayman66182,https://twitter.com/railwayman66182/status/1714921024322752765,"['adriansyahyasin', 'ptpn', '8', 'masuk', 'konsorsium', 'pt', 'psbi', 'induk', 'nya', 'pt', 'kcic', 'imbreng', 'lahan', 'kebun', 'teh', 'walini', 'bu', 'rinso', 'walini', 'didevelop', 'stasiun', 'henti', 'land', 'value', 'capture', 'nyata', 'cost', 'overrun', 'walini', 'coret']",1,3,2,0,1,5,5,6,-13.0,negative
Thu Oct 19 08:26:37 +0000 2023,1714920979577881035,"@AlexandriaL @KeretaCepatID SDM rendah check, ngapain ditambahin kapasitas? 8 Car train udah cukup kok. lagian jadwalnya juga banyak.",0,0,0,0,in,2759037669,1714658121409552524,revwle,https://twitter.com/revwle/status/1714920979577881035,"['alexandrial', '@keretacepatid', 'sdm', 'rendah', 'check', 'kapai', 'ditambahin', 'kapasitas', '8', 'car', 'train', 'jadwal']",1,3,4,4,4,2,0,8,-1.0,negative
Thu Oct 19 08:25:47 +0000 2023,1714920769619411090,"@KeretaCepatID ini harga full class ya temen-temen wkwk, ke spill nihhh semua hari ada cuma jam 10:36 aja ya dari Padalarang. sisa tgl 25 btww! https://t.co/TzRpwxWjyc",0,0,0,0,in,2759037669,1714658121409552524,revwle,https://twitter.com/revwle/status/1714920769619411090,"['@keretacepatid', 'harga', 'full', 'class', 'ya', 'temanteman', 'wkwk', 'spill', 'nih', 'jam', '1036', 'ya', 'padalarang', 'sisa', 'tanggal', '25', 'btww']",1,3,4,4,4,7,1,8,3.0,positive
Thu Oct 19 08:15:35 +0000 2023,1714918203439333644,@Andika_CJ Nah. Kargo pake KCIC itu menarik.,0,1,0,0,in,62476303,1714833576469180735,arungbudoyo,https://twitter.com/arungbudoyo/status/1714918203439333644,"['andika cj', 'kargo', 'pakai', 'kcic', 'tarik']",1,3,2,0,1,5,5,6,2.0,positive
Thu Oct 19 08:15:28 +0000 2023,1714918170992205922,"KCIC hutang China baru kasih hutang .. nebeng nama , pramugari persyaratan bahasa China , rasis banget nih China https://t.co/Dozpobxexd",0,0,2,3,in,1667213278240706560,1714918170992205922,alfatih212426,https://twitter.com/alfatih212426/status/1714918170992205922,"['kcic', 'hutang', 'china', 'kasih', 'hutang', 'nebeng', 'nama', 'pramugari', 'syarat', 'bahasa', 'china', 'ras', 'banget', 'nih', 'china']",1,3,2,0,1,1,5,9,-14.0,negative
Thu Oct 19 08:10:31 +0000 2023,1714916925334331836,"@BisKota_ Repot di masa depan kalo terjadi lagi plus kereta cepatnya dah full booked untuk jadwal berikutnya, bagaimana coba?  KCIC perlu persiapkan mitigasinya supaya kalo apes kejadian lagi, penumpang gak jadi korban",0,1,0,1,in,21290699,1714889727407735190,sunjaya,https://twitter.com/sunjaya/status/1714916925334331836,"['biskota', 'repot', 'kalo', 'plus', 'kereta', 'cepat', 'deh', 'full', 'booked', 'jadwal', 'coba', 'kcic', 'mitigasinya', 'kalo', 'apes', 'tumpang', 'korban']",0,1,1,0,5,4,6,2,-20.0,negative
Thu Oct 19 08:09:52 +0000 2023,1714916761995526410,Bangun IKN? KCIC Bandung - Surabaya? UU ciptaker? Ownibuslaw kesehatan? Pelemahan KPK?  Waras?  Jokowisme https://t.co/UwQeTwSts7,0,0,0,0,in,1359071931153018881,1714916761995526410,AcoyBk,https://twitter.com/AcoyBk/status/1714916761995526410,"['bangun', 'ikn', 'kcic', 'bandung', 'surabaya', 'uu', 'ciptaker', 'ownibuslaw', 'sehat', 'lemah', 'kpk', 'waras', 'jokowisme']",1,3,2,0,1,5,5,6,-9.0,negative
Thu Oct 19 08:07:45 +0000 2023,1714916231265050743,@KeretaCepatID Dari Halim ke Soetta pakai apa ya guys?,0,0,0,0,in,1632937650440249347,1714213621184827749,OkkyZellyDrink,https://twitter.com/OkkyZellyDrink/status/1714916231265050743,"['@keretacepatid', 'halim', 'soetta', 'pakai', 'ya', 'guys']",1,3,4,4,4,2,0,8,5.0,positive
Thu Oct 19 08:05:10 +0000 2023,1714915581579915341,hi aku open cc/lc/kcic/aadc/lt/st/cv/pt utk daerah tangerang dan sekitarnya yaa.. dm for more info https://t.co/Kg3lv60iiW,0,0,0,0,in,1227457927163924483,1714915581579915341,kepentokujung,https://twitter.com/kepentokujung/status/1714915581579915341,"['hi', 'open', 'cclckcicaadclantaistcvpt', 'daerah', 'tangerang', 'ya', 'dm', 'for', 'more', 'info']",1,3,4,4,4,2,0,8,-1.0,negative
